,Explica pelota de gritos,a_similarity,a_wmdistances,a_n_similarity,a_distance,a_puntaje,Explica pelota de pelos,b_similarity,b_wmdistances,b_n_similarity,b_distance,b_puntaje,Explica pelota de plata,c_similarity,c_wmdistances,c_n_similarity,c_distance,c_puntaje
317,que mi hermano se parece a una bola de pelos,0.23632956,0.043175895039213215,0.35988343,0.8581531022985777,1,por que hay unos muy peludos y gorditos,0.19926485,0.04404808197388053,0.29963446,0.8594988286495209,1,que es una pelota similar ah una de plata por su color o otras características,0.443898,0.04655141582923197,0.6351822,0.8710054568946362,1
318,pues que es como muy linda conmigo y que parece algo muy tierno la pelota de pelos como mi hermana,0.31450075,0.043808240706013524,0.4753763,0.8544579297304153,1,no se hermano disculpa,0.10640481,0.04762724597591162,-0.0136942975,1.1127998884767294,1,que vale mucho,1.0,0.04621981732169981,1.0,0.8905605003237724,1
319,que tiene un hermanito que grita mucho es muy hiperactivo,0.65836585,0.04421025041989237,0.8131853,0.853979617357254,1,0,False,False,False,False,3,que es algo muy preciado,0.2629629,0.04910924496345564,0.24588141,0.9465364068746567,1
320,que el hermano grita mucho,0.6671361,0.044878695823419835,0.8002222,0.8400392383337021,3,por que esta peludito como cabellos,0.092028014,0.04484642297029495,0.092028014,1.1493090987205505,1,es una pelota hecha de joyas o de plata ,0.2661229,0.048209067829766444,0.47346175,0.9263350789745649,1
321,siempre grita,1.0,0.04469776898622513,1.0,0.8691247999668121,3,tiene mucho pelo,1.0,0.021057022735476494,1.0,0.8149137198925018,1,mi abuela,0.45705593,0.047052063047885895,0.4922384,0.9476436413824558,2
322,quiere decir que el niño es muy gritón cuando juega la pelota,0.2514375,0.04424642004710064,0.40694553,0.8365302067250013,3,por que estas cosas tienen pelo,1.0,0.021057022735476494,1.0,0.8149137198925018,3,quiere decir un balón hecho de plata como cuando juegas en un campeonato de fútbol o así,0.1690271,0.045568329953461904,0.27364337,0.9543657079339027,1
323,grita mucho,1.0,0.04469776898622513,1.0,0.8691247999668121,3,por que es redonda y tiene pelos,0.1785903,0.044987182591058314,0.23150975,0.8991283290088177,1,cuando se peina,False,False,False,False,1
324,que el niño grita mucho y este se expresa mas común de esta forma,0.34783676,0.04517257435419113,0.6272327,0.9079696372151375,3,eehtrht,False,False,False,False,3,la razón por que yo puse amor en esta es por que este es muy valioso pero pocos lo valoran,0.2161598,0.04532570984480456,0.38830692,0.9083595372736454,3
325,por que quiere decir que el hermano es muy gritón,0.3289657,0.04666537107116729,0.40522,0.83058662712574,3,porque esta peludo,0.12905775,0.050064392387866974,0.13895622,0.9196195155382156,1,por que es muy valiosa,0.32995352,0.05332736670970916,0.44531077,0.8273184448480606,1
326,thtththt,False,False,False,False,0,esta muy peludo,0.12905775,0.050064392387866974,0.13895622,0.9196195155382156,0,hrtehtrjjrey,False,False,False,False,0
327,que grita mucho,1.0,0.04469776898622513,1.0,0.8691247999668121,3,es duro,0.19267437,0.04196665436029434,0.24353912,0.8172597885131836,3,porque soy brillante,0.19955546,0.04595272449858652,0.15748522,1.0087824240326881,1
328,molesta mucho,0.2571763,0.04686605930328369,0.2571763,0.9251812547445297,2,los gatos escupen bolas de pelos,0.2145738,0.04935781848229654,0.336133,0.9110279828310013,3,tontería,0.17556827,0.04502660512688992,0.09653613,0.9961433224380016,1
329,es su apodo,False,False,False,False,1,porque tienen pelos y se enredan y puede ser una pelota de pelos,0.20143256,0.04442716667591036,0.31957036,0.8568334579467773,1,es de plata,0.24040581,0.047868069261312485,0.30707037,0.9102997928857803,1
330,que su hermano tiene muchos grillos,0.3167045,0.04407255686788447,0.39880216,0.8703207597136497,1,por que tiene mucho pello,0.10523181,0.04723944514989853,0.056233328,1.0059803295880556,3,que es una escultura de plata,0.24040581,0.047868069261312485,0.30707037,0.9102997928857803,1
331,que grita mucho y el piensa que es una pelota,0.50911045,0.04502151600293841,0.7012212,0.9018723800157508,3,por que esta peludo,0.12905775,0.050064392387866974,0.13895622,0.9196195155382156,3,que es algún objeto que vale mucho y es valioso como la pelota,0.3289006,0.04571129419600015,0.5146645,0.8650179672986269,1
332,es muy latoso,0.36401933,0.042649395763874054,0.36401933,0.7911692261695862,1,porque es peluda,0.17613277,0.04428243637084961,0.1979531,0.8758506774902344,1,tiene un significado importante para uno mismo,0.27881765,0.043821500153142866,0.37461698,0.9192438311874866,1
333,que esta gordito y se la pasa gritando,0.26184443,0.0446462666189661,0.38262266,0.8203036064902941,3,por que la necesitaban,0.105265856,0.04429031163454056,0.12490107,0.9143378883600235,3,algo que sea semejante a una pelota de plata,0.29114184,0.04830038429493644,0.44308388,0.8773115947842598,1
334,que se la pasa gritando,0.23520699,0.045345007556863125,0.31450334,0.8717971257865429,3,porque el estambre es un hilo que se deshila mucho y eso causa que parezca que tiene pelos aparte se enredan los pelos en el estambre,0.20014068,0.04515548024195061,0.31260496,0.9134119130671025,1,la plata,0.24040581,0.047868069261312485,0.30707037,0.9102997928857803,1
335,que el tiene la pelota y no se la quieren dar y grita,0.5012374,0.04410421300611259,0.7487826,0.882678342362245,3,por que so para jugar con pelos,0.22999784,0.04343133419752121,0.23177007,0.8615425527095795,1,pues es una pelta color plata y mi chica,0.5128821,0.04488212591078263,0.65601397,0.8664714594682058,1
336,yo supongo que quiere decir que es un niño que grita bastante como un niño de 5 o 4 años,0.42409706,0.043131981975540516,0.5714352,0.8094643913209438,2,0,False,False,False,False,1,bueno yo supongo que habla de algo muy valioso como el mundo una moneda o una esfera,0.18229538,0.04821578237929195,0.28830823,0.9064111337065697,1
337,mi sobrina,0.22600791,0.04731184989213943,0.22600791,1.0321666523814201,1,los gatos pueden jugar con bola de estambre,0.18238477,0.04728522692229599,0.2843156,0.8377043008804321,1,la moneda es de plata,0.24040581,0.047868069261312485,0.30707037,0.9102997928857803,1
338,que mi hermanito es muy gritón,0.32019544,0.0459969365362376,0.3974983,0.844527006149292,3,por que esta lleno de pelos,0.15239468,0.045807213943101464,0.20267513,0.903818542137742,3,podía ser una moneda de plata o una cadena de plata,0.24040581,0.047868069261312485,0.30707037,0.9102997928857803,1
339,que mi hermano grita mucho,0.6671361,0.044878695823419835,0.8002222,0.8400392383337021,3,por que los perros tienen mucho pelo ,0.5753387,0.025033170357346535,0.7263512,0.8469525463879108,3,0,False,False,False,False,1
340,que grita mucho mi hermano,0.6671361,0.044878695823419835,0.8002222,0.8400392383337021,3,pues yo digo por que es como la cabeza,0.3118165,0.041975540934666995,0.3980559,0.9344015568494797,3,que esta circular y brilla mucho,0.19630918,0.044416369030433576,0.2590571,0.9355204086750746,1
341,quiere decir que mi hermanito grita demasiado,0.65836585,0.04421025041989237,0.8131853,0.853979617357254,3,por que es de oro,0.07849962,0.044670701026916504,0.07849962,1.0700246542692184,3,por que es color gris y es muy valiosa para nosotros e importante,0.49802586,0.04746210295477509,0.69408035,0.81113001704216,1
342,pues se refiere a que tu hermana es la otra parte para ti,0.32676974,0.04739077660264447,0.4088165,0.8928941041231155,1,porque tiene pelo,1.0,0.021057022735476494,1.0,0.8149137198925018,1,pues que es todo tu esfuerzo lo que haces,False,False,False,False,1
343,mi hermano grita mucho como bota una pelota,0.47588503,0.043852068930477835,0.69297975,0.8451539389789104,3,por como esta hecha,0.094404176,0.04766134172677994,0.055672713,0.9980917451903224,1,es muy valiosa,0.32995352,0.05332736670970916,0.44531077,0.8273184448480606,1
344,que grita mucho,1.0,0.04469776898622513,1.0,0.8691247999668121,3,la mayoría tiene muchos pelos,0.19474299,0.04514390968004987,0.2560986,0.8802771344780922,3,pelota hecha de plata o color plata,0.4077549,0.047505792477662116,0.60514545,0.904337252676487,1
345,se la pasa gritando,0.23520699,0.045345007556863125,0.31450334,0.8717971257865429,3,porque tienen muchos pelos,0.22999784,0.04343133419752121,0.23177007,0.8615425527095795,1,algo hecho de plata,0.24040581,0.047868069261312485,0.30707037,0.9102997928857803,1
346,que su hermano grita mucho o es muy ruidoso,0.45733127,0.04358523114842388,0.6991656,0.8355692823727926,3,porque así esta la cabeza de mi mama muy greñuda,0.35334095,0.04301112552943826,0.35334095,0.9963545352220535,1,la luna es redonda y es color gris plateado,0.73538566,0.04650930899013728,0.90958893,0.8776499569416046,1
347,que su hermano grita mucho,0.6671361,0.044878695823419835,0.8002222,0.8400392383337021,3,por que no lo he cepillando,0.16525154,0.04446151458248868,0.16525154,1.101509004831314,3,que vale mucho dinero,0.62271774,0.04404008568534851,0.8035953,0.8876304067671299,1
348,que su hermano grita mucho,0.6671361,0.044878695823419835,0.8002222,0.8400392383337021,3,por que aveces se te cae el cabello,0.24037547,0.046815760676983745,0.3268178,0.8477606847882271,1,que es valiosa,0.32995352,0.05332736670970916,0.44531077,0.8273184448480606,1
349,mi hermano es muy gritón escandaloso y travieso,0.23030126,0.04687982297446579,0.37164298,0.8996680341660976,3,porque lo conforma una multitud de pelos,0.22999784,0.04343133419752121,0.23177007,0.8615425527095795,1,mi abuela por que es alguien que todos queremos mucho,0.30200815,0.043781991718120875,0.44553947,0.8732449430972338,3
350,que mi hermano siempre esta gritando,0.27711114,0.045999096558783203,0.35389352,0.879812341183424,3,porque son peludos,0.25205082,0.04379609227180481,0.26340497,0.8568854779005051,1,ella es bonita que parece que es de plata,0.21972303,0.04758031036294811,0.32676488,0.9223839193582535,1
351,que su hermano es un niño súper gritón,0.28253847,0.04537999523403123,0.42638758,0.8547362871468067,3,es redondo y podría parecer que tiene pelos pero no tiene espinas,0.4587618,0.04277440697044536,0.5544211,0.908999215811491,1,que mi casa es un lugar muy bonito y muy valioso tanto como la plata,0.20400734,0.04762963317091949,0.35942042,0.8874411415308714,3
352,que los hermanos te pueden molestar o normalmente te peleas con ellos,0.19713308,0.04436928651294764,0.34576452,0.9230790734291077,3,porque tiene pelos,0.22999784,0.04343133419752121,0.23177007,0.8615425527095795,1,la luna porque es plateada y es redonda como una pelota,0.49145406,0.04946294924999401,0.6453837,0.9224685030058026,3
353,mi hermano cada vez que grita se vuelve muy constante,0.47134107,0.04680515465608239,0.685678,0.892719678580761,3,por que tiene mucho cabello chino,0.24249582,0.0452271332413014,0.3004026,0.8864262625575066,3,es algo redondo pero muy valioso,0.22180343,0.04821039811672457,0.31050816,0.909405168145895,3
354,un niño que siempre trata de llamar la atención con gritos,0.12776735,0.04421023503297754,0.22197452,0.8854198013432324,3,por los pelos,0.22999784,0.04343133419752121,0.23177007,0.8615425527095795,3,pues podría ser la luna porque es redonda y de color gris,0.6692321,0.04679988336254097,0.8280564,0.8770287819206715,3
355,que su hermano grita mucho,0.6671361,0.044878695823419835,0.8002222,0.8400392383337021,3,porque tiene pelos y su cráneo es semi circular como las pelotas,0.12539361,0.04634261419652588,0.22389299,0.9344433275982738,1,un premio de un juego de fútbol,0.13982712,0.04573857939224432,0.13644497,0.9809122420847416,1
356,por molesto y castroso,0.24759552,0.04415834322571755,0.24759552,0.7533507347106934,3,es un pelota blanca de pelos,0.22147866,0.04398971893129224,0.39528137,0.8252519170443217,3,refiriéndose a el dinero,0.22876072,0.0433513588676308,0.32484967,0.8882414251565933,3
357,que su hermanito grita mucho,0.65836585,0.04421025041989237,0.8131853,0.853979617357254,3,por que pues es un animal muy peludo,0.13585922,0.04760925961736217,0.19728966,0.9127188995480537,1,las monedas son circulares y tienen plata,0.24040581,0.047868069261312485,0.30707037,0.9102997928857803,1
358,que es un niño gordito como pelota que grita mucho,0.47729045,0.04332340198543668,0.68135643,0.787739485502243,3,por que es de tela,0.091525696,0.04539880529046058,0.091525696,0.9762903563678265,1,que es una pelota de color blanco,0.67093897,0.046883139431061226,0.7049049,0.8383523151278496,1
359,la referencia da a que el hermano grita mucho pero es como si le hubieran puesto como tipo sobrante pelota,0.42226976,0.04391755180894025,0.6538497,0.8543944768607616,2,por que tengo cabello,0.2890329,0.04625891521573067,0.25301826,0.8792322725057602,3,es como si hiciera una referencia a algo valioso o importante,0.24678749,0.04822513261087239,0.38144183,0.9416983295232058,3
360,que es muy gritón,0.3236592,0.04827113449573517,0.3236592,0.8502195775508881,3,por que el hace fue,False,False,False,False,1,es una moneda que tiene valor y cuesta mucho,False,False,False,False,1
361,que se altera rápido,0.17095289,0.042227176055684684,0.22790772,0.8328092284500599,3,0,False,False,False,False,1,pues por que así lo es un huevo,False,False,False,False,1
362,que siempre grita por todo,1.0,0.04469776898622513,1.0,0.8691247999668121,3,porque ambos tiene muchos pelos,0.22999784,0.04343133419752121,0.23177007,0.8615425527095795,1,mi abuela,0.45705593,0.047052063047885895,0.4922384,0.9476436413824558,1
363,mi hermanito en un niño que grita mucho,0.5262247,0.043240950957688214,0.7270579,0.8080417116483053,3,se enreda mucho,0.06118696,0.04715288430452347,0.020582635,1.020338922739029,1,pelota pesada o brillante,0.21658304,0.045364265855142596,0.39256585,0.9406005342801412,1
364,que su hermano grita mucho,0.6671361,0.044878695823419835,0.8002222,0.8400392383337021,3,porque es peludo,0.12905775,0.050064392387866974,0.13895622,0.9196195155382156,1,puse la luna porque es redonda y su color parece un plata,0.58207506,0.045861916636484854,0.76068693,0.8765949696302414,3
365,que siempre grita mucho,1.0,0.04469776898622513,1.0,0.8691247999668121,3,no es posible,False,False,False,False,1,que es muy valioso,0.20582826,0.05252939090132713,0.25812495,0.887294627726078,3
366,que el nunca deja de gritar,0.21601981,0.047340406258977945,0.27139693,0.8166194707155228,3,no sé hermano disculpa ,0.10640481,0.04762724597591162,-0.0136942975,1.1127998884767294,3,su hermana tiene mucho dinero por eso ella es una pelota de plata,0.29243568,0.045842232971053574,0.52171355,0.8346385061740875,1
367,simplemente que su hermano es una persona muy gritona pelota se refiere a cabeza,0.25851175,0.04465697783516063,0.4643312,0.8626341692038945,3,es muy suave,0.18365957,0.04400810971856117,0.19808698,0.8713262677192688,1,el puede ser una referencia de cualquier persona antes de empezar con su familia,0.2127231,0.04900982287817076,0.3053259,1.0989217571914196,1
368,que esta gordo y le gusta gritar,0.2799755,0.05045002855382129,0.41543037,0.8472714523474375,3,sus ramas pequeñas hacen que paresa cabello,0.2890329,0.04625891521573067,0.25301826,0.8792322725057602,1,no lo sé hermano disculpa ,0.274373,0.04873606860866442,0.36841765,0.7653998285531998,1
369,mi hermano grita por todo,0.6671361,0.044878695823419835,0.8002222,0.8400392383337021,3,por que se le puede pegar todo lo que tenga cerca,False,False,False,False,1,algo muy valioso,0.20582826,0.05252939090132713,0.25812495,0.887294627726078,2
370,que los niños pueden hacer mucho ruido,0.5078164,0.04397804551000893,0.72501624,0.8559674322605133,3,no logro entender,False,False,False,False,1,que la luna tiene u tono gris,0.5524787,0.046317453444665285,0.71138984,0.8569703524311384,3
371,es muy ruidoso,0.17337063,0.04464643821120262,0.17337063,0.9622783958911896,3,por que sueltan muchos pelos,0.21728697,0.04407434700564481,0.30644915,0.8472241312265396,1,que es algo valiosa y se puede jugar con ella,0.32995352,0.05332736670970916,0.44531077,0.8273184448480606,1
372,a quiere,False,False,False,False,1,por que tiene pelos,0.22999784,0.04343133419752121,0.23177007,0.8615425527095795,1,que la pelota es dorada,0.2902078,0.052672404881257566,0.40171984,0.9018299914896488,1
373,por que grita a cada rato,0.61070895,0.04375764081113786,0.8247247,0.9065871462225914,3,por que esta lleno de pelo en todo su cuerpo,0.39566255,0.031596774009718546,0.6411886,0.9265945591032505,3,0,False,False,False,False,1
374,que grita mucho,1.0,0.04469776898622513,1.0,0.8691247999668121,3,por que son peludos,0.25205082,0.04379609227180481,0.26340497,0.8568854779005051,1,que puede ser una bola,0.33940881,0.04529627232972156,0.31405762,0.9305293187499046,1
375,por que siempre esta gritando,0.2199501,0.04693857207894325,0.2199501,0.948671005666256,3,por que es bonito la amistad,0.1601748,0.04446233702160418,0.22956654,0.9977577673271298,3,que tiene mucho valor aquel objeto,0.29620445,0.04490360245108605,0.19574642,0.9794963896274567,3
376,que su hermano se la pasa gritando,0.2682287,0.04524983346757108,0.39394093,0.851515976091226,3,por que se me enreda muy fácilmente,-0.038921747,0.04973121615011245,-0.14316902,1.0995610654354095,3,que la luna es plateada,0.6313361,0.05088167532747611,0.62619054,0.9342509787529707,3
377,que es una persona muy regañona y grita,0.5136854,0.04218606976523922,0.74236566,0.7727651397387186,3,por que es una volita con pelos,0.22999784,0.04343133419752121,0.23177007,0.8615425527095795,1,tiene que ver con todo,False,False,False,False,1
378,que para mi es muy latoso,0.36401933,0.042649395763874054,0.36401933,0.7911692261695862,3,es muy buena onda,0.1818972,0.04404699429869652,0.1818972,0.9290297478437424,1,que te ganaste un trofeo en forma de una pelota de plata,0.27173883,0.04852765555754661,0.46863246,0.9626211573680242,1
379,mi hermano grita mucho,0.6671361,0.044878695823419835,0.8002222,0.8400392383337021,3,porque siempre se queda ahí el cabello,0.26761088,0.0441399562159013,0.3259139,0.8929516971111298,1,es una pelota que esta hecha de plata,0.2661229,0.048209067829766444,0.47346175,0.9263350789745649,1
380,que mi hermanito es muy gritón en forma de pelota,0.33564034,0.0458050829121843,0.47917384,0.8845995608717203,3,por que tiene pelaje,0.27014148,0.04593824967741966,0.34351712,0.7402054071426392,2,de que es una pelota de playa,0.34187788,0.04873271659016609,0.42143494,0.8443233966827393,1
381,que siempre esta gritando,0.2199501,0.04693857207894325,0.2199501,0.948671005666256,3,npse,False,False,False,False,1,muy importa delicada especia o etc,0.17828974,0.04524295777082443,0.18561696,1.000750582665205,1
382,que el hermano es muy expresivo,0.2696439,0.04472828684471175,0.3686959,0.8640948459506035,3,porque están peludos,0.25205082,0.04379609227180481,0.26340497,0.8568854779005051,3,por que mi hermana vale mucho para mi,0.58531684,0.04550771076727214,0.7274327,0.8422955684363842,3
383,que llora mucho,0.24942526,0.04764505103230476,0.24942526,0.9103724360466003,3,porque se hace una bola y es de pelos,0.20290446,0.04409714223438501,0.3007726,0.8595481589436531,1,una pelota de plata,0.29114184,0.04830038429493644,0.44308388,0.8773115947842598,1
384,que grita mucho,1.0,0.04469776898622513,1.0,0.8691247999668121,3,porque tiene mucho pelo y esta redondo,1.0,0.021057022735476494,1.0,0.8149137198925018,3,la luna es color plata,0.7468019,0.04706017675884077,0.8380928,0.8777471755941709,3
385,que siempre anda brincando y gritando,0.1804149,0.04713706553165118,0.2592506,0.9148808990915617,3,a eso me suena una pelota de pelos,0.20593315,0.04453765209931792,0.2729811,0.9057339883098999,1,es que es un circulo gris que brilla en la noche,0.26284063,0.045388923817936334,0.46048957,0.8848618175834417,3
386,que su hermano grita mucho,0.6671361,0.044878695823419835,0.8002222,0.8400392383337021,3,porque el cráneo esta redondeada por la parte en la que sale el pelo,0.31266373,0.03487942909763753,0.56889355,0.9172263722866774,3,la luna es de color plateada o gris y tiene forma redonda,0.52875555,0.04827768980952085,0.7615801,0.9365494779000679,3
387,el niño grita mucho o habla de más,0.6309712,0.04300012537124381,0.7863949,0.7926453500986099,3,aveces se le dice bola de pelos a los animales,0.16589741,0.044412012466214325,0.26409823,0.9418182621399561,2,cuando lo leí me pareció a la luna por la primera oración que dice que el sol es una pelota de fuego,0.39574692,0.04634754218143522,0.6392278,0.887235270014831,3
388,que su hermanito grita mucho,0.65836585,0.04421025041989237,0.8131853,0.853979617357254,3,porque se refiere a un animal o mascota,0.16762345,0.0440828509240672,0.25130558,0.8816078752279282,1,la luna es color plata,0.7468019,0.04706017675884077,0.8380928,0.8777471755941709,3
389,es una persona gorda que grita,0.44378754,0.04321076509455207,0.71780473,0.8438952465852102,3,porque hay animales que parecen una bola de pelos,0.16818134,0.04534753594711423,0.2870323,0.9336119946092367,3,la moneda es circular como una pelota y esta hecha de plata,0.23693964,0.0468978688946506,0.476058,0.9196720886975527,1
390,se refiere a que su hermano es muy inquieto,0.24617673,0.046286426850629885,0.33319008,0.8643277138471603,3,porque tienen pelo,1.0,0.021057022735476494,1.0,0.8149137198925018,3,porque el aire es valioso,0.25306624,0.04733557364065386,0.36676556,0.8607054390013218,3
391,que el niño es muy gritón,0.29280078,0.044786803329996766,0.35531634,0.7831927388906479,3,tiene pelo,1.0,0.021057022735476494,1.0,0.8149137198925018,2,aluminio,False,False,False,False,1
392,que es una persona que siempre grita,0.6869303,0.04302334586223215,0.82266974,0.7940838038921356,3,porque puede ser que tenga mucho cabello,0.2890329,0.04625891521573067,0.25301826,0.8792322725057602,3,puse mi abuela porque la plata me recuerda algo valioso y con edad,0.26501784,0.04688670746495621,0.5098301,0.9017242398113012,3
393,puede ser que el hermanito este pequeño y nunca deja de llorar y gritar por todo lo que le hacen o le pasa,0.2436017,0.04527020853701449,0.4403017,0.8384235762059689,3,porque los cojines generalmente tienen pelo o algo suave y cómodo,0.25273004,0.03781218644332886,0.5154365,0.9499437361955643,3,porque mi hermano tiene mucho valor para mi,0.274373,0.04873606860866442,0.36841765,0.7653998285531998,3
394,porque no para de gritar o de molestar,0.25190958,0.05010051023555919,0.3383664,0.9724548645317554,3,tiene mucho cabello,0.2890329,0.04625891521573067,0.25301826,0.8792322725057602,1,pues puse su tía porque eran personas de su familia,0.27868217,0.04304946631648885,0.4554701,0.87820765376091,1
395,que su hermano grita mucho,0.6671361,0.044878695823419835,0.8002222,0.8400392383337021,3,porque así es la anatomía humana,False,False,False,False,1,porque es una coso hecha de metal y es color plata,0.4149392,0.04634024109470844,0.64366996,0.9203247781842947,1
396,una persona gorda que grita mucho,0.44378754,0.04321076509455207,0.71780473,0.8438952465852102,3,porque si,False,False,False,False,3,por que es fuerte pero no lo suficiente para que no se rompa,0.30839777,0.0453583300113678,0.35540068,0.9374402090907097,2
397,que grita por todo cada que rebota,0.6189908,0.04133343496128544,0.79842156,0.7636227458715439,3,es un perro peludo,0.14385332,0.04971013674733043,0.19539809,0.9068611674010754,1,la luna es un cuerpo celeste que cuando se ve de cerca pero al mismo tipo de lejos tiene la apariencia de ser de cristal muy frágil,0.30956614,0.04452107113110646,0.5797777,0.9541036358568817,3
398,porque el grita mucho,1.0,0.04469776898622513,1.0,0.8691247999668121,3,porque tienen muchos y cuando se acurrucan parecen pelotas,0.16771209,0.049018448984257876,0.20822227,0.925551388412714,1,una pelota hecha de plata,0.2661229,0.048209067829766444,0.47346175,0.9263350789745649,1
399,que por cualquier cosa llora y grita,0.48286515,0.045776366354405636,0.68131226,0.8596792916456858,3,los animales tienen pelos,0.16094059,0.04423661119931005,0.17305489,0.9839505106210709,3,puse luna por que es redonda y su color le tira al plateado siendo así una metáfora,0.585187,0.045901518824897604,0.8302907,0.9177779704332352,3
400,que se la pasa gritando,0.23520699,0.045345007556863125,0.31450334,0.8717971257865429,3,porque tiene pelos,0.22999784,0.04343133419752121,0.23177007,0.8615425527095795,3,porque el cerebro se considera la parte rígida y coherente del ser humano,0.27441925,0.04470646008849144,0.29851407,0.9600439853966236,1
401,tal vez que siempre esta corriendo o no se esta en paz,0.042683754,0.047680151267774404,0.058769844,1.0101114213466644,3,por que tiene grasa y con pelo se ven mas como una pelota,0.44951007,0.030375706203224637,0.68617135,0.8688046572109064,1,pelota gris,0.32877004,0.04763199072054401,0.5014206,0.8262240663170815,1
402,porque esta chiquito grita mucho,0.5193155,0.04380305374442786,0.7693857,0.8965754956007004,3,porque los dos son peludos,0.25205082,0.04379609227180481,0.26340497,0.8568854779005051,3,que la pelota le gustan las plantas,0.34187788,0.04873271659016609,0.42143494,0.8443233966827393,1
403,que tu hermano no para de gritar y es un escandaloso,0.24055159,0.04960417332625314,0.34463906,0.9620760480562845,3,porque pueden ser gorditos y peludos,0.19926485,0.04404808197388053,0.29963446,0.8594988286495209,3,por que el cristal brilla como la plata,0.21505024,0.04514645312491612,0.39364004,0.8965772738059362,1
404,que es un niño muy gritón,0.29280078,0.044786803329996766,0.35531634,0.7831927388906479,3,porque no te están dando especificaciones tu puedes interpretarlo como quieras,0.11883613,0.045918994816535705,0.19102073,0.9832469630986452,3,el es alguien muy brillante,0.17325793,0.044233937784010996,0.23355317,0.9408414773643017,2
405,es un niño muy gritón,0.29280078,0.044786803329996766,0.35531634,0.7831927388906479,3,porque tienen mucho cabello,0.2890329,0.04625891521573067,0.25301826,0.8792322725057602,3,pelota fina,0.34187788,0.04873271659016609,0.42143494,0.8443233966827393,1
406,su hermano grita todo el tiempo y es una pelota porque se esta ocupando como una alternativa,0.4043711,0.044470358140948414,0.65838987,0.8905096389353275,3,porque cuando se te cae cabellos para recogerlos hacemos como una pelota,0.15781109,0.04622760728271585,0.2662078,0.9371091971794764,1,siempre coparan a la luna como un circulo pateado y muy brillante y se puede sacar la respuesta a través de observar lo demás,0.28270635,0.04622669703096058,0.55284476,0.9787136293016374,3
407,mi hermano es muy escandaloso,0.21685448,0.04784467340826988,0.29254314,0.9777818471193314,3,0,False,False,False,False,3,una pelota conformada con plata,0.29114184,0.04830038429493644,0.44308388,0.8773115947842598,1
408,que a cada rato esta gritando,0.22068402,0.04487803917253576,0.29267642,0.9463602490723133,3,por que tiene mucho pelo,1.0,0.021057022735476494,1.0,0.8149137198925018,1,si una pelota de fuego es el sol la de plata es la luna por ser blanca,0.42539185,0.047897829540784684,0.62996256,0.8751346090187629,3
409,que grita mucho,1.0,0.04469776898622513,1.0,0.8691247999668121,3,por que tienen mucho pelo,1.0,0.021057022735476494,1.0,0.8149137198925018,3,se refiere a la luna,0.56766254,0.04611826844338327,0.642607,0.9399259351193905,3
410,por que no se calla,0.15182826,0.04177927225828171,0.15182826,0.8545906692743301,3,la pelota de tenis tiene pelos,0.07909384,0.04698802795514964,0.09677312,0.9998374034961065,3,por que la luna es gris,0.65783113,0.047405120911832896,0.69759977,0.849342618137598,3
411,que tu hermano grita mucho,0.6671361,0.044878695823419835,0.8002222,0.8400392383337021,3,son muy peludos,0.25205082,0.04379609227180481,0.26340497,0.8568854779005051,3,hay esferas de plata,0.24040581,0.047868069261312485,0.30707037,0.9102997928857803,1
412,que grita mucho,1.0,0.04469776898622513,1.0,0.8691247999668121,3,tienen pelo,1.0,0.021057022735476494,1.0,0.8149137198925018,1,que se puede interpretar como la luna,0.6288942,0.043784654947914184,0.6219311,0.9152311906218529,3
413,su hermano solo grita,0.6671361,0.044878695823419835,0.8002222,0.8400392383337021,3,porque son peludos,0.25205082,0.04379609227180481,0.26340497,0.8568854779005051,3,es una metáfora por la forma y el color de la luna,0.62627345,0.047289917474098504,0.81093866,0.9543896839022636,3
414,esta lleno de gritos,0.06729989,0.04592672991245985,0.09187922,1.0296087665483356,3,por que el perro tiene pelos igual que el gato y la bola de pelos,0.2104278,0.04515091373489946,0.35681272,0.8559263929724693,3,porque es blanca con gris y brilla la plata es mas o menos así,0.27346385,0.04779789913702384,0.4792666,0.8933818368241191,3
415,llora o grita mucho,0.62471265,0.04617141342640109,0.7718557,0.8897486180067062,3,porque cuando se les cae el pelo se va acumulando y hace una bola de pelos que también podría ser una pelota de pelos,0.29969966,0.03889158822963513,0.5473704,0.8559155432241303,3,la luna es circular y dorada y parece una pelota,0.43245137,0.049146987484646965,0.5877309,0.8984759002923965,3
416,describe como es el hermano quiere decir que grita mucho,0.5309362,0.043834545722114406,0.7606397,0.8412232398986816,3,porque tiene pelo,1.0,0.021057022735476494,1.0,0.8149137198925018,3,luna por que su color es muy brillante como la plata,0.6099903,0.04674311933433637,0.77861226,0.8988949544727802,3
417,que solo grita mucho,1.0,0.04469776898622513,1.0,0.8691247999668121,3,porque se hace una pelota con el pelo metafóricamente,0.4554188,0.02992839833319949,0.7158533,0.8738793805241585,3,que es de plata,0.24040581,0.047868069261312485,0.30707037,0.9102997928857803,3
418,que grita mucho,1.0,0.04469776898622513,1.0,0.8691247999668121,3,porque están cubiertos en pelaje,0.24213398,0.04511928553129547,0.3496824,0.855433102697134,3,que es la luna,1.0,0.04827899485826492,0.71598035,0.8905605003237724,3
