,que mi hermanito es muy griton y esta gordito,Preprocesado,2dim,5dim,10dim,20dim,50dim,eval_og
691,que grita demasiado,['grita'],0.3555041,0.012354055,0.018312858,0.0010242537,0.00017563999,3
692,que mi hermano grita y grita sin parar y sin sentido,"['hermano', 'grita', 'grita', 'parar', 'sentido']",0.72128296,0.007016033,0.011558887,-0.002204772,0.0024316944,3
693,que los ninos son muy energeticos y tienden a gritar mucho.,"['ninos', 'gritar']",0.72131026,0.22889253,-0.0058211666,0.004184114,9.3504786e-07,3
694,osea que su hermano grita mucho,"['osea', 'hermano', 'grita']",0.8977916,-0.0019087717,0.0009865761,-0.004632637,2.540648e-05,3
695,es cuando mi hermano siempre esta llorando o gritando,"['hermano', 'llorando', 'gritando']",0.93641573,0.016194567,0.022557452,-0.009960331,-0.009576485,2
696,que hace ruido,['ruido'],0.9715623,0.07992606,0.030327182,0.0029108375,0.000112241134,2
697,que cada bote que da es un grito de mi hermano,"['grito', 'hermano']",0.952479,-0.013404429,-0.015564911,-0.0016989559,0.0028736144,1
698,que su hermano se la pasa gritando,"['hermano', 'pasa', 'gritando']",0.92983866,0.027669072,0.036373287,0.0012298599,0.00123135,2
699,por siempre mete goles,[],0.0,0.0,0.0,0.0,0.0,1
700,quiere decir mi hermanito todo el tiempo grita,"['hermanito', 'grita']",0.26460338,0.51398647,0.4960323,0.40824375,0.4081408,2
701,que el hermano se la pasa gritando,"['hermano', 'pasa', 'gritando']",0.92983866,0.027669072,0.036373287,0.0012298599,0.00123135,2
702,que es muy grito,['grito'],0.7229756,-0.2731313,-0.15873647,-0.059903428,0.0056402287,2
703,que su hermano es una latoso,"['hermano', 'latoso']",0.9524214,0.0041061714,0.0017674491,0.01087603,0.00021731108,1
704,que llega a gritar mucho,['gritar'],0.7222045,0.26707768,0.0038052732,0.002535114,0.0010833116,2
705,que es muy gritos,['gritos'],0.9512853,0.047626242,0.011495062,0.0019347426,0.00044156238,2
706,que mi hermano grita mucho y ase esallar alas personas,"['hermano', 'grita']",0.8962393,0.0001706928,0.0026979297,5.8166683e-05,-0.00026975572,1
707,q es fastidioso,['fastidioso'],0.5390435,-0.10198423,0.0,0.0,0.0,1
708,que grita mucho,['grita'],0.3555041,0.012354055,0.018312858,0.0010242537,0.00017563999,1
709,ya es grande y grita,['grita'],0.3555041,0.012354055,0.018312858,0.0010242537,0.00017563999,1
710,que grita mucho,['grita'],0.3555041,0.012354055,0.018312858,0.0010242537,0.00017563999,1
711,que se la pasa gritando todo el tiempo,"['pasa', 'gritando']",0.69184726,0.047950834,0.055828996,0.0021798536,0.0019036904,2
712,q mi hermana grita,"['hermana', 'grita']",0.35123727,0.008093527,0.014638372,-0.008820991,-0.0010552416,1
713,que mi hermanito es muy griton,"['hermanito', 'griton']",0.9954296,0.9993245,0.9969079,0.8189119,0.81840175,3
714,por que grita mucho,['grita'],0.3555041,0.012354055,0.018312858,0.0010242537,0.00017563999,3
715,se refiere a que su hermano es una persona gritona,"['refiere', 'hermano', 'persona', 'gritona']",0.95900345,-0.024136633,-0.016973928,0.001343105,4.6070665e-05,3
716,quiere decir que los ninos gritan mucho,"['ninos', 'gritan']",0.72205853,-0.09284692,-0.096975796,0.00044054957,0.00028058793,3
717,que es muy la toso,[],0.0,0.0,0.0,0.0,0.0,3
718,que es bien gritano,[],0.0,0.0,0.0,0.0,0.0,3
719,su hermano es un bebe que grita y llora mucho,"['hermano', 'bebe', 'grita', 'llora']",0.88757277,0.03471463,-0.0021248981,0.003148824,0.0004468374,3
720,que esta gritando su hermano,"['gritando', 'hermano']",0.93723273,0.014037132,0.021679759,0.00065244734,-0.0029172003,3
721,que el hermanito grita mucho,"['hermanito', 'grita']",0.26460338,0.51398647,0.4960323,0.40824375,0.4081408,3
722,que mi hermanito siempre grita,"['hermanito', 'grita']",0.26460338,0.51398647,0.4960323,0.40824375,0.4081408,3
723,que su hermano siempre grita,"['hermano', 'grita']",0.8962393,0.0001706928,0.0026979297,5.8166683e-05,-0.00026975572,3
724,"quiere decir que su hermano grita mucho, es una metafora","['hermano', 'grita', 'metafora']",0.8965853,-0.002355747,0.000592567,-0.00286185,-0.003571786,3
725,lo que yo entiendo es que su hermano grita mucho y a eso se refiere.,"['entiendo', 'hermano', 'grita', 'refiere']",0.8978225,0.0074987635,0.0078074113,-0.005452823,-0.0061711892,3
726,se refiere a que su hermano grita mucho,"['refiere', 'hermano', 'grita']",0.89747435,0.009654827,0.011355922,0.00048231706,0.00050047785,3
727,quiere decir que su hermano grita mucho.,"['hermano', 'grita']",0.8962393,0.0001706928,0.0026979297,5.8166683e-05,-0.00026975572,3
728,que su hermano es muy lloron y enojon y de todo grita,"['hermano', 'lloron', 'enojon', 'grita']",0.89875656,-0.00404571,-0.0014982,-0.0029745623,-0.0001340136,3
729,qwee,[],0.0,0.0,0.0,0.0,0.0,0
730,por que regana al hermano menor,"['hermano', 'menor']",0.95395243,-0.016180456,-0.017898314,-0.00479576,0.00096616894,2
731,que es una persona que grita mucho,"['persona', 'grita']",0.36185944,-0.0055856146,-0.0010532187,-0.0005060304,0.00016801059,3
732,"cuando a alguien se le dice pelota, la mayoria de veces es porque tratan de decirle gordoa asi que supongo que trata de decir que su hermano es un gordo griton","['alguien', 'pelota', 'mayoria', 'decirle', 'supongo', 'hermano', 'gordo', 'griton']",0.92960554,0.44685104,0.42875624,0.24738078,0.21436837,3
733,que es una persona inquieta,['persona'],0.65626353,-0.38252753,-0.022652285,-0.00182945,6.192038e-05,3
734,porque grita mucho,['grita'],0.3555041,0.012354055,0.018312858,0.0010242537,0.00017563999,3
735,que siempre que se mueve hace demasiado ruido,"['mueve', 'ruido']",0.97823113,0.050468206,0.0150593035,0.000924021,-0.0015293462,3
736,que con cualquier cosa se altera y grita,"['cosa', 'altera', 'grita']",0.35093492,0.011777535,0.016997186,-0.002774492,-0.004702706,3
737,por que no esta quieta,[],0.0,0.0,0.0,0.0,0.0,2
738,que mi hermanito grita mucho en casa,"['hermanito', 'grita', 'casa']",0.25975907,0.52228606,0.50201946,0.4108706,0.41016874,3
739,"pues ami entender, la persona se esta haciendo una referencia de la pelota con su hermano, que es inquieto, entre otras cosas.","['persona', 'referencia', 'pelota', 'hermano', 'inquieto']",0.96586484,-0.025406934,-0.017578207,-0.0054557305,-0.00066942535,3
740,que a mi hermano le gusta gritar o hablar mucho y muy fuerte,"['hermano', 'gusta', 'gritar', 'hablar', 'fuerte']",0.95094115,-0.00037401915,-0.014199078,-0.011830993,0.00020455196,3
741,que es muy fastidioso,['fastidioso'],0.5390435,-0.10198423,0.0,0.0,0.0,3
742,grita mucho,['grita'],0.3555041,0.012354055,0.018312858,0.0010242537,0.00017563999,3
743,por lo que entiendo es que un nino tiene una pelota que es super fantastica,"['entiendo', 'nino', 'pelota', 'super']",0.874841,0.14270382,0.024904456,-0.0053154305,-0.0068269074,1
744,por que los ninos gritan cuando estan pequenos,"['ninos', 'gritan', 'pequenos']",0.72262967,-0.09271209,-0.097682886,0.0004287921,-0.000543308,3
745,que mi hermano se parece a una bola de pelos,"['hermano', 'pelos']",0.95140505,-0.017022967,-0.019527256,-0.0060269237,-0.0035635307,1
746,pues k es como muy lida conmigom y k parese algo muy tierno la pelota de pelos como mi sister,"['pelota', 'pelos', 'sister']",0.99043226,-0.0035698153,0.010763224,-0.003283549,-0.0012746267,1
747,que tiene un hermanito que grita mucho es muy imperactivo,"['hermanito', 'grita', 'imperactivo']",0.26567408,0.5168008,0.49737692,0.40920419,0.40909562,1
748,que el hermano grita mucho,"['hermano', 'grita']",0.8962393,0.0001706928,0.0026979297,5.8166683e-05,-0.00026975572,3
749,siempre grita,['grita'],0.3555041,0.012354055,0.018312858,0.0010242537,0.00017563999,3
750,quiere decir que el nino es muy griton cuando juega la pelota,"['nino', 'griton', 'juega', 'pelota']",0.8722174,0.6697365,0.44713867,0.32701296,0.2923671,3
751,grita mucho,['grita'],0.3555041,0.012354055,0.018312858,0.0010242537,0.00017563999,3
752,que el nino grita mucho y este se expresa mas comun de esta forma,"['nino', 'grita', 'expresa', 'forma']",0.35869482,0.15707935,0.03402815,0.0010656994,-0.00047123432,3
753,por que quiere decir que el hermano es muy griton,"['hermano', 'griton']",0.91396564,0.5080292,0.5029552,0.41005918,0.4095118,3
754,ththt,[],0.0,0.0,0.0,0.0,0.0,0
755,que grita mucho,['grita'],0.3555041,0.012354055,0.018312858,0.0010242537,0.00017563999,3
756,moleta mucho,[],0.0,0.0,0.0,0.0,0.0,2
757,es su apodo,[],0.0,0.0,0.0,0.0,0.0,1
758,que su hermano tiene muchos grillos,"['hermano', 'grillos']",0.9519753,-0.014243029,-0.016522162,-0.000826627,-0.00038693845,1
759,que grita mucho y el piensa que es una pelota,"['grita', 'pelota']",0.39851648,0.011152446,0.025251955,0.0033787861,0.001884643,3
760,es muy latoso,['latoso'],0.7297487,0.9735753,0.8599503,0.497969,0.00086443307,1
761,que esta gordito y se la pasa gritando,"['gordito', 'pasa', 'gritando']",0.76039505,0.08153156,0.0828256,0.33266908,0.33185557,3
762,que se la pasa gritando,"['pasa', 'gritando']",0.69184726,0.047950834,0.055828996,0.0021798536,0.0019036904,3
763,que el tiene la peota y no se la quieren dar y grita,['grita'],0.3555041,0.012354055,0.018312858,0.0010242537,0.00017563999,3
764,yo supongo que quiere decir que es un nino que grita bastante como un nino de 5 o 4 anos,"['supongo', 'nino', 'grita', 'nino']",0.36495525,0.26185682,0.026194979,-0.0024778023,-0.0011503473,2
765,mi sobrina,[],0.0,0.0,0.0,0.0,0.0,1
766,que mi hermanito es muy griton,"['hermanito', 'griton']",0.9954296,0.9993245,0.9969079,0.8189119,0.81840175,3
767,que mi hermano grita mucho,"['hermano', 'grita']",0.8962393,0.0001706928,0.0026979297,5.8166683e-05,-0.00026975572,3
768,que grita mucho mi hermano,"['grita', 'hermano']",0.8962393,0.0001706928,0.0026979297,5.8166683e-05,-0.00026975572,3
769,quiere decir que mi hermanito grita demasiado,"['hermanito', 'grita']",0.26460338,0.51398647,0.4960323,0.40824375,0.4081408,3
770,pues se refiere a que tu hermana es la otra parte para ti,"['refiere', 'hermana']",0.77058715,0.1856312,0.026559029,-0.008724958,-0.00030142674,1
771,mi hermano grita muho como bota una pelota,"['hermano', 'grita', 'bota', 'pelota']",0.8995487,-0.00050159544,0.010158896,-0.00030905008,-0.0017619841,3
772,que grita mucho,['grita'],0.3555041,0.012354055,0.018312858,0.0010242537,0.00017563999,3
773,se la pasa gritando,"['pasa', 'gritando']",0.69184726,0.047950834,0.055828996,0.0021798536,0.0019036904,3
774,que su hermano grita mucho o es muy ruidoso,"['hermano', 'grita', 'ruidoso']",0.8983639,0.004027322,0.00424736,-0.0008315742,-0.00016076118,3
775,que su hermano grita mucho,"['hermano', 'grita']",0.8962393,0.0001706928,0.0026979297,5.8166683e-05,-0.00026975572,3
776,que su hermano grita mucho,"['hermano', 'grita']",0.8962393,0.0001706928,0.0026979297,5.8166683e-05,-0.00026975572,3
777,"mi hermano es muy griton,escandaloso y travieso","['hermano', 'griton', 'escandaloso', 'travieso']",0.91181636,0.50520545,0.49828175,0.38540804,0.28967276,3
778,que mi hermano siempre esta gritando,"['hermano', 'gritando']",0.93723273,0.014037132,0.021679759,0.00065244734,-0.0029172003,3
779,que su hermano es un nino super griton,"['hermano', 'nino', 'super', 'griton']",0.9239215,0.58504486,0.41875333,0.32823855,0.32693532,3
780,que los hermanos te pueden molestar o normalmente te peleas con ellos,"['hermanos', 'molestar', 'normalmente']",-0.10047746,0.009637404,-0.07558954,-0.036153663,-0.001032122,3
781,mi hermano cada vez que grita se vuelve muy constante,"['hermano', 'grita']",0.8962393,0.0001706928,0.0026979297,5.8166683e-05,-0.00026975572,3
782,un nino que siempre trata de llamar la atencion con gritos.,"['nino', 'gritos']",0.8096398,0.33749384,0.02150888,0.0020994665,0.001625835,3
783,que su hermano grita mucho,"['hermano', 'grita']",0.8962393,0.0001706928,0.0026979297,5.8166683e-05,-0.00026975572,3
784,por molesto y castroso,['molesto'],0.58601654,0.8001603,0.53989685,0.28289437,0.19417337,3
785,que su hermanito grita mucho.,"['hermanito', 'grita']",0.26460338,0.51398647,0.4960323,0.40824375,0.4081408,3
786,que es un nino gordito como pelota que grita mucho,"['nino', 'gordito', 'pelota', 'grita']",0.40136504,0.13747932,0.056818996,0.28920132,0.2889299,3
787,la referencia da a que el hermano grita mucho pero es como si le hubieran puesto como tipo sobrante pelota,"['referencia', 'hermano', 'grita', 'pelota']",0.9004311,-0.0011466667,0.009469423,-0.00016824529,-0.0004945211,2
788,que es muy griton,['griton'],0.6898538,0.84970593,0.73243403,0.5821683,0.580258,3
789,que se altera rapido,['altera'],-0.19444203,-0.08703712,-0.017787911,-0.18603286,-0.050006807,3
790,que siempre grita por todo,['grita'],0.3555041,0.012354055,0.018312858,0.0010242537,0.00017563999,3
791,mi hermanito en un nino que grita mucho,"['hermanito', 'nino', 'grita']",0.26946843,0.56657386,0.42051226,0.33457252,0.334682,3
792,que su hermano grita mucho,"['hermano', 'grita']",0.8962393,0.0001706928,0.0026979297,5.8166683e-05,-0.00026975572,3
793,que siempre grita mucho,['grita'],0.3555041,0.012354055,0.018312858,0.0010242537,0.00017563999,3
794,que el nunca deja de gritar,"['deja', 'gritar']",0.72294,0.2887607,0.0071152337,0.0034606988,-0.00048256386,3
795,"simplemente que su hermano es una persona muy gritona, pelota se refiere a cabeza.","['simplemente', 'hermano', 'persona', 'gritona', 'pelota', 'refiere', 'cabeza']",0.9669398,-0.009181395,-0.002799552,0.0049678786,0.0006680228,3
796,que esta gordo y le gusta gritar,"['gordo', 'gusta', 'gritar']",0.88047445,0.3294797,0.016076365,-0.0002544131,1.7664512e-05,3
797,mi hermano grita por todo,"['hermano', 'grita']",0.8962393,0.0001706928,0.0026979297,5.8166683e-05,-0.00026975572,3
798,que los ninos pueden hacer mucho ruido,"['ninos', 'ruido']",0.85517764,0.058966443,-0.05192998,0.0042663985,-0.00070308615,3
799,es muy ruidoso,['ruidoso'],0.87409115,0.30085453,0.04595051,-0.0016260976,0.000104495324,3
800,a qiere,[],0.0,0.0,0.0,0.0,0.0,1
801,por que grita a cada rato,"['grita', 'rato']",0.35702512,0.0113442,0.019295953,-0.013758399,0.003445262,3
802,que grita mucho,['grita'],0.3555041,0.012354055,0.018312858,0.0010242537,0.00017563999,3
803,por que siempre esta gritando,['gritando'],0.6934382,0.040427476,0.05069626,0.0019279756,-0.0035805888,3
804,que su hermano se la pasa gritando,"['hermano', 'pasa', 'gritando']",0.92983866,0.027669072,0.036373287,0.0012298599,0.00123135,3
805,que es una persona muy reganona y grita,"['persona', 'grita']",0.36185944,-0.0055856146,-0.0010532187,-0.0005060304,0.00016801059,3
806,que para mi es muy latoso,['latoso'],0.7297487,0.9735753,0.8599503,0.497969,0.00086443307,3
807,mi hermano grita mucho,"['hermano', 'grita']",0.8962393,0.0001706928,0.0026979297,5.8166683e-05,-0.00026975572,3
808,q mi hermanito es muy griton en forma de pelota,"['hermanito', 'griton', 'forma', 'pelota']",0.9995538,0.84177005,0.8423813,0.6675138,0.6296348,3
809,que siempre esta gritando,['gritando'],0.6934382,0.040427476,0.05069626,0.0019279756,-0.0035805888,3
810,que el hermano es muy expresivo,['hermano'],0.952985,-0.012327045,-0.014499292,-0.0009427145,-0.0005574301,3
811,que llora mucho,['llora'],0.4732021,0.6081827,-0.01341442,-0.00039459858,1.8980354e-05,3
812,que grita mucho,['grita'],0.3555041,0.012354055,0.018312858,0.0010242537,0.00017563999,3
813,que siempre anda brincando y gritando,"['anda', 'gritando']",0.6935915,0.039408974,0.050204888,-0.0024256445,-0.0045003947,3
814,que su hermano grita mucho,"['hermano', 'grita']",0.8962393,0.0001706928,0.0026979297,5.8166683e-05,-0.00026975572,3
815,el nino grita mucho o habla de mas,"['nino', 'grita']",0.35814312,0.14089799,0.026857026,0.0014609843,0.0014331862,3
816,que su hermanito grita mucho,"['hermanito', 'grita']",0.26460338,0.51398647,0.4960323,0.40824375,0.4081408,3
817,es una persona gordita que grita,"['persona', 'grita']",0.36185944,-0.0055856146,-0.0010532187,-0.0005060304,0.00016801059,3
818,se refiere a que su hermano es muy inquieto.,"['refiere', 'hermano', 'inquieto']",0.9545501,-0.0025940388,-0.008535251,-0.0047495626,0.00014192238,3
819,que el nino es muy griton,"['nino', 'griton']",0.7678471,0.91212857,0.53105754,0.4131614,0.41229376,3
820,que es una persona que siempre grita.,"['persona', 'grita']",0.36185944,-0.0055856146,-0.0010532187,-0.0005060304,0.00016801059,3
821,puede ser que el hermanito este pequeno y nunca deja de llorar y gritar por todo lo que le hacen o le pasa.,"['hermanito', 'pequeno', 'deja', 'llorar', 'gritar', 'pasa']",0.2576165,0.6383672,0.4151139,0.25200295,0.23866512,3
822,porque no para de gritar o de molestar,"['gritar', 'molestar']",0.721753,0.26612592,0.003288678,0.0016709091,0.0015380383,3
823,que su hermano grita mucho.,"['hermano', 'grita']",0.8962393,0.0001706928,0.0026979297,5.8166683e-05,-0.00026975572,3
824,una persona gorda que grita mucho,"['persona', 'grita']",0.36185944,-0.0055856146,-0.0010532187,-0.0005060304,0.00016801059,3
825,"que grita por todo, cada que rebota","['grita', 'rebota']",0.35769224,0.0104601085,0.017397583,-0.004321578,-0.0032086968,3
826,porque el grita mucho,['grita'],0.3555041,0.012354055,0.018312858,0.0010242537,0.00017563999,3
827,que por cualquier cosa llora y grita,"['cosa', 'llora', 'grita']",0.35768437,0.047147162,0.0028440095,-0.0012934767,-0.0020290446,3
828,que se la pasa gritando.,"['pasa', 'gritando']",0.69184726,0.047950834,0.055828996,0.0021798536,0.0019036904,3
829,talvez que sienpre esta corriendo o no se esta em paz,[],0.0,0.0,0.0,0.0,0.0,3
830,porque esta chiquito grita mucho,"['chiquito', 'grita']",0.35500383,0.01939451,0.02411522,0.0054271165,0.003504247,3
831,que tu hermano no para de gritar y es un escandaloso.,"['hermano', 'gritar', 'escandaloso']",0.94461167,0.01263129,-0.005812131,0.005049832,0.0005889982,3
832,que es un nino muy griton,"['nino', 'griton']",0.7678471,0.91212857,0.53105754,0.4131614,0.41229376,3
833,es un nino muy griton,"['nino', 'griton']",0.7678471,0.91212857,0.53105754,0.4131614,0.41229376,3
834,su hermano grita todo el tiempo y es una pelota porque se esta ocupando como una alternativa,"['hermano', 'grita', 'pelota']",0.8992274,0.0016575642,0.012001041,0.002207987,0.0012138784,3
835,mi hermano es muy escandaloso,"['hermano', 'escandaloso']",0.9500915,-0.008148089,-0.011601798,0.0046090633,-3.7550926e-05,3
836,que a cada rato esta gritando,"['rato', 'gritando']",0.737247,0.037281804,0.04917224,-0.011763519,0.000776222,3
837,que grita mucho,['grita'],0.3555041,0.012354055,0.018312858,0.0010242537,0.00017563999,3
838,por que no se calla,[],0.0,0.0,0.0,0.0,0.0,3
839,que tu hermano grita mucho,"['hermano', 'grita']",0.8962393,0.0001706928,0.0026979297,5.8166683e-05,-0.00026975572,3
840,que grita mucho,['grita'],0.3555041,0.012354055,0.018312858,0.0010242537,0.00017563999,3
841,su hermano solo grita,"['hermano', 'grita']",0.8962393,0.0001706928,0.0026979297,5.8166683e-05,-0.00026975572,3
842,esta lleno de gritos,"['lleno', 'gritos']",0.95026726,0.045121387,0.008498487,0.0017937534,-0.00030640326,3
843,llora o grita mucho,"['llora', 'grita']",0.36063498,0.047573388,0.003625296,0.0004475601,0.00013775751,3
844,"describe como es el hermano,quiere decir que grita mucho","['hermano', 'grita']",0.8962393,0.0001706928,0.0026979297,5.8166683e-05,-0.00026975572,3
845,que solo grita mucho,['grita'],0.3555041,0.012354055,0.018312858,0.0010242537,0.00017563999,3
846,que grita mucho,['grita'],0.3555041,0.012354055,0.018312858,0.0010242537,0.00017563999,3
847,que su hermano menor grita mucho,"['hermano', 'menor', 'grita']",0.89673126,-0.002512239,0.00020962954,-0.0026738122,0.00089013577,3
848,que esta lleno de gritos listos para salir,"['lleno', 'gritos']",0.95026726,0.045121387,0.008498487,0.0017937534,-0.00030640326,3
849,que esta molestando,[],0.0,0.0,0.0,0.0,0.0,2
850,que es muy escandaloso o ruidoso,"['escandaloso', 'ruidoso']",0.76382405,0.2941618,0.06824672,0.0034617381,0.00043232925,3
851,porque tal vez tu hermano es un griton y es lo unico que hace,"['hermano', 'griton']",0.91396564,0.5080292,0.5029552,0.41005918,0.4095118,3
852,significa que es una persona que grita demasiado,"['significa', 'persona', 'grita']",0.36542144,-0.007987004,-0.0076177735,-0.0038690101,0.000119403005,3
853,significa que su hermano es muy escandaloso,"['significa', 'hermano', 'escandaloso']",0.950811,-0.01056423,-0.020276666,2.9802322e-06,-5.331263e-05,3
854,se refiere a que su hermano siempre grita,"['refiere', 'hermano', 'grita']",0.89747435,0.009654827,0.011355922,0.00048231706,0.00050047785,3
855,que su hermano grita mucho,"['hermano', 'grita']",0.8962393,0.0001706928,0.0026979297,5.8166683e-05,-0.00026975572,3
856,que su hermano grita mucho,"['hermano', 'grita']",0.8962393,0.0001706928,0.0026979297,5.8166683e-05,-0.00026975572,3
857,que al ser pequeno llora y grita mucho,"['pequeno', 'llora', 'grita']",0.36470416,0.063458934,0.0070061516,0.001642636,0.0002473574,3
858,que grita mucha probablemente porque es menor,"['grita', 'menor']",0.3605307,0.008438602,0.014742661,-0.0028538099,0.0014857082,3
859,que su hermano es muy griton,"['hermano', 'griton']",0.91396564,0.5080292,0.5029552,0.41005918,0.4095118,3
860,un nino gordo que hace mucho ruido,"['nino', 'gordo', 'ruido']",0.5493276,0.73817456,0.03706325,0.003876347,0.00085998885,3
861,que siempre esta gritando,['gritando'],0.6934382,0.040427476,0.05069626,0.0019279756,-0.0035805888,3
862,pq se espanta muy facil y salta al mismo tiemmpo que gfrita,['salta'],0.39794052,-0.3328418,-0.20357107,-0.31992054,-0.09274238,3
863,que grita muy fuerte y grita todo el tiempo.,"['grita', 'fuerte', 'grita']",0.3549804,0.010593941,0.016653333,-0.002962526,0.00037816353,3
864,que su hermano tiende a gritar mucho,"['hermano', 'gritar']",0.94744873,0.008974247,-0.007869445,0.0010757595,0.0003645271,3
865,que se refieren a que la pelota representa su hermano y como su hermano grita mucho esa es la accion que representa a su hermano,"['pelota', 'representa', 'hermano', 'hermano', 'grita', 'representa', 'hermano']",0.99993265,-0.015094876,-0.010687269,-0.0043643042,-0.00035696477,3
866,"su hermano debe ser un nino pequeno, y por lo general los ninos pequenos gritan cuando hacen berrinches. tambien puede ser un bebe su hermano y pues los bebes lloran.","['hermano', 'nino', 'pequeno', 'ninos', 'pequenos', 'gritan', 'berrinches', 'bebe', 'hermano', 'bebes', 'lloran']",0.9576582,0.06803827,-0.016690567,0.00092068687,-0.00010655075,3
867,porque esta gordo y grita demasiado,"['gordo', 'grita']",0.3599117,0.037336614,0.03618779,0.002985892,-0.00021830341,3
868,la pelota significa su impratividad osea como *rebotar* y los gritos representa el ruido que hace,"['pelota', 'significa', 'osea', 'rebotar', 'gritos', 'representa', 'ruido']",0.9999615,0.0013151541,-0.0029113013,-0.006942166,0.0009297617,1
869,que su hermano no deja de gritar,"['hermano', 'deja', 'gritar']",0.9463814,0.017353013,-0.0040450096,0.002030015,-0.0007170364,3
870,gritan mucho,['gritan'],0.7270168,-0.09499,-0.10054192,-0.0032533165,0.0015458157,3
871,que grita demaciado,['grita'],0.3555041,0.012354055,0.018312858,0.0010242537,0.00017563999,3
872,que el nino grita mucho tiempo continuo.,"['nino', 'grita']",0.35814312,0.14089799,0.026857026,0.0014609843,0.0014331862,3
873,significa que su hermano llora y gritos mucho,"['significa', 'hermano', 'llora', 'gritos']",0.9657359,0.037374973,-0.019516565,-0.002456382,-7.097423e-05,3
874,que su hermano es muy griton,"['hermano', 'griton']",0.91396564,0.5080292,0.5029552,0.41005918,0.4095118,3
875,que se grita siempre llora y grita.,"['grita', 'llora', 'grita']",0.3581262,0.030331349,0.010467907,0.0007410776,0.00016563106,3
876,"que su hermano es muy desastroso, que grita mucho","['hermano', 'desastroso', 'grita']",0.8977122,-0.0006712079,0.0022993535,-0.003978282,-0.0018003285,3
877,que el hermano del autor es alguien que se expresa mucho y de manera demandante.,"['hermano', 'alguien', 'expresa']",0.95407575,0.0010145605,-0.005536817,-0.015201539,-0.004045196,3
878,"su hermano se grita y trata como pelota(salta, bota)","['hermano', 'grita', 'bota']",0.89658743,-0.0023981705,0.00056191534,-0.0030050874,-0.003907241,3
879,que es muy escandaloso,['escandaloso'],0.71041876,0.18942979,0.06900671,0.014457269,0.0005075638,3
880,que el hermano grita mucho.,"['hermano', 'grita']",0.8962393,0.0001706928,0.0026979297,5.8166683e-05,-0.00026975572,3
881,el molesta facilmente,['molesta'],0.71287906,0.02505891,-0.0071050674,-0.075521596,-0.040461134,3
882,su hermano grita mucho,"['hermano', 'grita']",0.8962393,0.0001706928,0.0026979297,5.8166683e-05,-0.00026975572,3
883,que su hermano grita mucho,"['hermano', 'grita']",0.8962393,0.0001706928,0.0026979297,5.8166683e-05,-0.00026975572,3
884,quiere decir que siempre pega gritos,['gritos'],0.9512853,0.047626242,0.011495062,0.0019347426,0.00044156238,3
885,una persona que grita,"['persona', 'grita']",0.36185944,-0.0055856146,-0.0010532187,-0.0005060304,0.00016801059,3
886,el hermano que grita.,"['hermano', 'grita']",0.8962393,0.0001706928,0.0026979297,5.8166683e-05,-0.00026975572,3
887,que es alguien que no para de gritar,"['alguien', 'gritar']",0.80798876,0.41344664,0.01530627,-0.00627019,0.0012866827,3
888,"quiere decir que los hermanos se gritan y lloran porque son menores en las casas, y se comparo en una pelota.","['hermanos', 'gritan', 'lloran', 'pelota']",0.99647796,-0.006176941,-0.006864805,-0.004112061,0.0019615926,3
889,that maybe her sister always screams to her,"['her', 'sister', 'her']",0.90512097,-0.09415561,-0.052687358,-0.09056484,0.00017202599,3
890,que es un bebe que grita mucho,"['bebe', 'grita']",0.35955578,0.026135473,0.02389995,0.0060402835,0.0010215292,3
891,que siempre esta gritando,['gritando'],0.6934382,0.040427476,0.05069626,0.0019279756,-0.0035805888,3
892,que no deja de gritar,"['deja', 'gritar']",0.72294,0.2887607,0.0071152337,0.0034606988,-0.00048256386,3
893,mi hermanito grita mucho.,"['hermanito', 'grita']",0.26460338,0.51398647,0.4960323,0.40824375,0.4081408,3
894,puede significar que el hermano es ruidoso.,"['hermano', 'ruidoso']",0.9524709,-0.006602429,-0.012072012,-0.0017922297,-0.00032179803,3
895,que grita mucho,['grita'],0.3555041,0.012354055,0.018312858,0.0010242537,0.00017563999,3
896,"esta usando la palabra pelota para todo, asi ue podemos pensar que su hermanito simplemente es muy griton","['pelota', 'hermanito', 'simplemente', 'griton']",0.99998975,0.8370554,0.8383167,0.66464263,0.6564839,3
897,es un nino que grita mucho,"['nino', 'grita']",0.35814312,0.14089799,0.026857026,0.0014609843,0.0014331862,3
