,que mi hermanito grita mucho,Preprocesado,2dim,5dim,10dim,20dim,50dim,eval_og
720,que esta gritando su hermano,"['gritando', 'hermano']",-0.08828074,0.0218627,-0.0034275018,-0.00031972304,-0.0004497692,3
721,que el hermanito grita mucho,"['hermanito', 'grita']",0.99999994,1.0,1.0,1.0,1.0,3
722,que mi hermanito siempre grita,"['hermanito', 'grita']",0.99999994,1.0,1.0,1.0,1.0,3
723,que su hermano siempre grita,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
724,"quiere decir que su hermano grita mucho, es una metafora","['hermano', 'grita', 'metafora']",0.6643254,0.5073475,0.49961784,0.49950153,0.49890056,3
725,lo que yo entiendo es que su hermano grita mucho y a eso se refiere.,"['entiendo', 'hermano', 'grita', 'refiere']",0.66222894,0.51168543,0.49823052,0.40283585,0.3906472,3
726,se refiere a que su hermano grita mucho,"['refiere', 'hermano', 'grita']",0.6628206,0.5129143,0.50133747,0.41777018,0.4115937,3
727,quiere decir que su hermano grita mucho.,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
728,que su hermano es muy lloron y enojon y de todo grita,"['hermano', 'lloron', 'enojon', 'grita']",0.66063464,0.50360924,0.498393,0.4968557,0.35842443,3
729,qwee,[],0.0,0.0,0.0,0.0,0.0,0
730,por que regana al hermano menor,"['hermano', 'menor']",-0.036847472,-0.08254944,-0.00035751238,0.001958426,0.00033922866,2
731,que es una persona que grita mucho,"['persona', 'grita']",0.99475455,0.80474293,0.5302667,0.5162337,0.500969,3
732,"cuando a alguien se le dice pelota, la mayoria de veces es porque tratan de decirle gordoa asi que supongo que trata de decir que su hermano es un gordo griton","['alguien', 'pelota', 'mayoria', 'decirle', 'supongo', 'hermano', 'gordo', 'griton']",-0.10944301,0.08356914,-0.0035836697,-0.0034103096,-0.0014417619,3
733,que es una persona inquieta,['persona'],0.9012876,0.09195839,-0.006573327,0.0035624788,8.808053e-05,3
734,porque grita mucho,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
735,que siempre que se mueve hace demasiado ruido,"['mueve', 'ruido']",0.45893002,0.108164,0.054123532,-0.0013664626,-0.0019553509,3
736,que con cualquier cosa se altera y grita,"['cosa', 'altera', 'grita']",0.9958826,0.8148172,0.706644,0.7023434,0.69775635,3
737,por que no esta quieta,[],0.0,0.0,0.0,0.0,0.0,2
738,que mi hermanito grita mucho en casa,"['hermanito', 'grita', 'casa']",0.99998736,0.9999039,0.99980927,0.9996997,0.998611,3
739,"pues ami entender, la persona se esta haciendo una referencia de la pelota con su hermano, que es inquieto, entre otras cosas.","['persona', 'referencia', 'pelota', 'hermano', 'inquieto']",0.005757749,-0.03332354,-0.01429555,0.0013406295,-0.00010559335,3
740,que a mi hermano le gusta gritar o hablar mucho y muy fuerte,"['hermano', 'gusta', 'gritar', 'hablar', 'fuerte']",-0.04672286,-0.069960125,-0.002395085,-0.0029243901,0.00016501267,3
741,que es muy fastidioso,['fastidioso'],0.66962415,-0.019805968,0.0,0.0,0.0,3
742,grita mucho,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
743,por lo que entiendo es que un nino tiene una pelota que es super fantastica,"['entiendo', 'nino', 'pelota', 'super']",0.6986307,0.14481036,-0.016815908,-0.0025276616,-0.0031615645,1
744,por que los ninos gritan cuando estan pequenos,"['ninos', 'gritan', 'pequenos']",-0.47538817,-0.17646095,-0.010092862,0.0008094704,-0.00055199116,3
745,que mi hermano se parece a una bola de pelos,"['hermano', 'pelos']",-0.045221448,-0.08869487,-0.0068983883,-0.0030613467,-0.0067069605,1
746,pues k es como muy lida conmigom y k parese algo muy tierno la pelota de pelos como mi sister,"['pelota', 'pelos', 'sister']",0.3951508,0.032189097,-0.016891472,-0.0012741834,-0.004765697,1
747,que tiene un hermanito que grita mucho es muy imperactivo,"['hermanito', 'grita', 'imperactivo']",0.9999994,0.99998873,0.9999481,0.9999226,0.99981546,1
748,que el hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
749,siempre grita,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
750,quiere decir que el nino es muy griton cuando juega la pelota,"['nino', 'griton', 'juega', 'pelota']",-0.24089304,0.23308651,-0.01031056,-0.00032117963,-0.0009467602,3
751,grita mucho,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
752,que el nino grita mucho y este se expresa mas comun de esta forma,"['nino', 'grita', 'expresa', 'forma']",0.99509585,0.8952443,0.49478728,0.49398318,0.38046068,3
753,por que quiere decir que el hermano es muy griton,"['hermano', 'griton']",-0.14948976,0.051427737,0.0011716932,0.00010146201,6.215274e-05,3
754,ththt,[],0.0,0.0,0.0,0.0,0.0,0
755,que grita mucho,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
756,moleta mucho,[],0.0,0.0,0.0,0.0,0.0,2
757,es su apodo,[],0.0,0.0,0.0,0.0,0.0,1
758,que su hermano tiene muchos grillos,"['hermano', 'grillos']",-0.043365866,-0.08649522,-0.0025514625,-0.0002573058,-0.0002966635,1
759,que grita mucho y el piensa que es una pelota,"['grita', 'pelota']",0.9899199,0.63628876,0.5087837,0.5054569,0.5035176,3
760,es muy latoso,['latoso'],-0.4662516,0.37240872,0.45147085,0.38341346,0.00073809223,1
761,que esta gordito y se la pasa gritando,"['gordito', 'pasa', 'gritando']",-0.42510924,0.18273602,0.010669421,-0.00015842728,-0.00020105392,3
762,que se la pasa gritando,"['pasa', 'gritando']",-0.5132432,0.15322389,-0.00015024655,-5.3025782e-05,0.00014897436,3
763,que el tiene la peota y no se la quieren dar y grita,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
764,yo supongo que quiere decir que es un nino que grita bastante como un nino de 5 o 4 anos,"['supongo', 'nino', 'grita', 'nino']",0.9944092,0.9402882,0.3095079,0.30996376,0.30213243,2
765,mi sobrina,[],0.0,0.0,0.0,0.0,0.0,1
766,que mi hermanito es muy griton,"['hermanito', 'griton']",0.17129984,0.49817607,0.49884492,0.49915034,0.49933305,3
767,que mi hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
768,que grita mucho mi hermano,"['grita', 'hermano']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
769,quiere decir que mi hermanito grita demasiado,"['hermanito', 'grita']",0.99999994,1.0,1.0,1.0,1.0,3
770,pues se refiere a que tu hermana es la otra parte para ti,"['refiere', 'hermana']",0.8185183,0.3569957,0.05288363,-0.008120527,-0.00054093637,1
771,mi hermano grita muho como bota una pelota,"['hermano', 'grita', 'bota', 'pelota']",0.65927464,0.4467173,0.409641,0.40906078,0.4069116,3
772,que grita mucho,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
773,se la pasa gritando,"['pasa', 'gritando']",-0.5132432,0.15322389,-0.00015024655,-5.3025782e-05,0.00014897436,3
774,que su hermano grita mucho o es muy ruidoso,"['hermano', 'grita', 'ruidoso']",0.66130596,0.50947267,0.5051972,0.4230019,0.40986046,3
775,que su hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
776,que su hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
777,"mi hermano es muy griton,escandaloso y travieso","['hermano', 'griton', 'escandaloso', 'travieso']",-0.15469372,0.046006724,-0.0025707632,-0.0041938275,-1.579523e-05,3
778,que mi hermano siempre esta gritando,"['hermano', 'gritando']",-0.08828074,0.0218627,-0.0034275018,-0.00031972304,-0.0004497692,3
779,que su hermano es un nino super griton,"['hermano', 'nino', 'super', 'griton']",-0.124473125,0.12143491,-0.0051974207,-0.001666367,-0.0014956594,3
780,que los hermanos te pueden molestar o normalmente te peleas con ellos,"['hermanos', 'molestar', 'normalmente']",0.93288255,0.16745594,-0.0517757,-0.012063483,-0.0002170112,3
781,mi hermano cada vez que grita se vuelve muy constante,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
782,un nino que siempre trata de llamar la atencion con gritos.,"['nino', 'gritos']",0.78024113,0.28784588,0.02390425,0.001473818,0.0008718334,3
783,que su hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
784,por molesto y castroso,['molesto'],-0.62635833,0.21284172,-0.061498895,-0.06654705,-0.0450989,3
785,que su hermanito grita mucho.,"['hermanito', 'grita']",0.99999994,1.0,1.0,1.0,1.0,3
786,que es un nino gordito como pelota que grita mucho,"['nino', 'gordito', 'pelota', 'grita']",0.9894749,0.71274835,0.41180617,0.35697275,0.35590225,3
787,la referencia da a que el hermano grita mucho pero es como si le hubieran puesto como tipo sobrante pelota,"['referencia', 'hermano', 'grita', 'pelota']",0.65775126,0.44346315,0.40697852,0.40614823,0.40130576,2
788,que es muy griton,['griton'],-0.5156076,0.17928916,0.0038363338,0.0002259016,0.00012883544,3
789,que se altera rapido,['altera'],0.8945061,0.6041599,0.1276496,0.09401088,0.023142792,3
790,que siempre grita por todo,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
791,mi hermanito en un nino que grita mucho,"['hermanito', 'nino', 'grita']",0.99998724,0.99730647,0.8212179,0.8180433,0.8176032,3
792,que su hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
793,que siempre grita mucho,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
794,que el nunca deja de gritar,"['deja', 'gritar']",-0.4749925,0.099942654,0.0051352065,0.00017700903,-0.00015707314,3
795,"simplemente que su hermano es una persona muy gritona, pelota se refiere a cabeza.","['simplemente', 'hermano', 'persona', 'gritona', 'pelota', 'refiere', 'cabeza']",0.009939909,-0.022623103,-0.0016433969,-0.0001566913,0.0015117507,3
796,que esta gordo y le gusta gritar,"['gordo', 'gusta', 'gritar']",-0.22421825,0.22522339,0.014204025,-0.0020362176,1.943484e-05,3
797,mi hermano grita por todo,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
798,que los ninos pueden hacer mucho ruido,"['ninos', 'ruido']",-0.27357626,0.07826203,0.03385051,0.0041876007,-0.00031216117,3
799,es muy ruidoso,['ruidoso'],-0.23715976,0.12515193,0.17669535,0.0036514588,0.0004948713,3
800,a qiere,[],0.0,0.0,0.0,0.0,0.0,1
801,por que grita a cada rato,"['grita', 'rato']",0.9952711,0.8226125,0.7058833,0.64399064,0.5081346,3
802,que grita mucho,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
803,por que siempre esta gritando,['gritando'],-0.51134896,0.14512928,-0.0028032623,-0.00037791952,-0.00059756637,3
804,que su hermano se la pasa gritando,"['hermano', 'pasa', 'gritando']",-0.10881367,0.06279285,-0.001390811,-9.0721995e-05,9.802729e-05,3
805,que es una persona muy reganona y grita,"['persona', 'grita']",0.99475455,0.80474293,0.5302667,0.5162337,0.500969,3
806,que para mi es muy latoso,['latoso'],-0.4662516,0.37240872,0.45147085,0.38341346,0.00073809223,3
807,mi hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
808,q mi hermanito es muy griton en forma de pelota,"['hermanito', 'griton', 'forma', 'pelota']",0.29329002,0.44234937,0.41044328,0.40972307,0.38449576,3
809,que siempre esta gritando,['gritando'],-0.51134896,0.14512928,-0.0028032623,-0.00037791952,-0.00059756637,3
810,que el hermano es muy expresivo,['hermano'],-0.040054172,-0.08299095,-0.0021488108,-8.1948936e-05,-4.07435e-05,3
811,que llora mucho,['llora'],0.97476524,0.941955,-0.0073089525,-0.00056780875,-0.00010532141,3
812,que grita mucho,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
813,que siempre anda brincando y gritando,"['anda', 'gritando']",-0.51116604,0.14401361,-0.0030754022,-0.0006379485,-0.00037226453,3
814,que su hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
815,el nino grita mucho o habla de mas,"['nino', 'grita']",0.99515414,0.8884622,0.50297177,0.5022851,0.5018149,3
816,que su hermanito grita mucho,"['hermanito', 'grita']",0.99999994,1.0,1.0,1.0,1.0,3
817,es una persona gordita que grita,"['persona', 'grita']",0.99475455,0.80474293,0.5302667,0.5162337,0.500969,3
818,se refiere a que su hermano es muy inquieto.,"['refiere', 'hermano', 'inquieto']",-0.03485009,-0.07328494,0.013106778,-0.003081873,-0.00019778684,3
819,que el nino es muy griton,"['nino', 'griton']",-0.41462427,0.2728505,-0.0018162131,0.00012546778,0.00034213066,3
820,que es una persona que siempre grita.,"['persona', 'grita']",0.99475455,0.80474293,0.5302667,0.5162337,0.500969,3
821,puede ser que el hermanito este pequeno y nunca deja de llorar y gritar por todo lo que le hacen o le pasa.,"['hermanito', 'pequeno', 'deja', 'llorar', 'gritar', 'pasa']",0.9999738,0.5538459,0.41230232,0.30774584,0.2905715,3
822,porque no para de gritar o de molestar,"['gritar', 'molestar']",-0.47650182,0.066056415,0.0010234267,-0.0004037898,0.00015120208,3
823,que su hermano grita mucho.,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
824,una persona gorda que grita mucho,"['persona', 'grita']",0.99475455,0.80474293,0.5302667,0.5162337,0.500969,3
825,"que grita por todo, cada que rebota","['grita', 'rebota']",0.9952016,0.81723773,0.71040255,0.7067036,0.6343818,3
826,porque el grita mucho,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
827,que por cualquier cosa llora y grita,"['cosa', 'llora', 'grita']",0.9952023,0.83757603,0.49299952,0.49426344,0.4927146,3
828,que se la pasa gritando.,"['pasa', 'gritando']",-0.5132432,0.15322389,-0.00015024655,-5.3025782e-05,0.00014897436,3
829,talvez que sienpre esta corriendo o no se esta em paz,[],0.0,0.0,0.0,0.0,0.0,3
830,porque esta chiquito grita mucho,"['chiquito', 'grita']",0.995479,0.8198994,0.72121966,0.7148152,0.68719655,3
831,que tu hermano no para de gritar y es un escandaloso.,"['hermano', 'gritar', 'escandaloso']",-0.06654528,-0.08110536,-0.0021705888,-0.0030717887,0.00056171976,3
832,que es un nino muy griton,"['nino', 'griton']",-0.41462427,0.2728505,-0.0018162131,0.00012546778,0.00034213066,3
833,es un nino muy griton,"['nino', 'griton']",-0.41462427,0.2728505,-0.0018162131,0.00012546778,0.00034213066,3
834,su hermano grita todo el tiempo y es una pelota porque se esta ocupando como una alternativa,"['hermano', 'grita', 'pelota']",0.6598271,0.44950983,0.41227862,0.4118954,0.41047364,3
835,mi hermano es muy escandaloso,"['hermano', 'escandaloso']",-0.04945445,-0.089362964,-0.004715074,-0.004454553,-9.3722716e-05,3
836,que a cada rato esta gritando,"['rato', 'gritando']",-0.45646414,0.15344857,0.00012565032,-0.001140289,7.62064e-05,3
837,que grita mucho,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
838,por que no se calla,[],0.0,0.0,0.0,0.0,0.0,3
839,que tu hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
840,que grita mucho,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
841,su hermano solo grita,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
842,esta lleno de gritos,"['lleno', 'gritos']",-0.04889354,0.06389915,0.07628063,-0.0003533056,-0.0021432834,3
843,llora o grita mucho,"['llora', 'grita']",0.99488807,0.83772904,0.5005956,0.50180143,0.50112516,3
844,"describe como es el hermano,quiere decir que grita mucho","['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
845,que solo grita mucho,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
846,que grita mucho,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
847,que su hermano menor grita mucho,"['hermano', 'menor', 'grita']",0.66407895,0.5066729,0.5000041,0.49947488,0.40897202,3
848,que esta lleno de gritos listos para salir,"['lleno', 'gritos']",-0.04889354,0.06389915,0.07628063,-0.0003533056,-0.0021432834,3
849,que esta molestando,[],0.0,0.0,0.0,0.0,0.0,2
850,que es muy escandaloso o ruidoso,"['escandaloso', 'ruidoso']",-0.42030925,-0.17095146,0.08241875,-0.0011197999,0.00028429506,3
851,porque tal vez tu hermano es un griton y es lo unico que hace,"['hermano', 'griton']",-0.14948976,0.051427737,0.0011716932,0.00010146201,6.215274e-05,3
852,significa que es una persona que grita demasiado,"['significa', 'persona', 'grita']",0.9943563,0.8041786,0.5142721,0.4771922,0.42199665,3
853,significa que su hermano es muy escandaloso,"['significa', 'hermano', 'escandaloso']",-0.047142684,-0.087862805,-0.009245902,-0.008837163,-0.0005212389,3
854,se refiere a que su hermano siempre grita,"['refiere', 'hermano', 'grita']",0.6628206,0.5129143,0.50133747,0.41777018,0.4115937,3
855,que su hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
856,que su hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
857,que al ser pequeno llora y grita mucho,"['pequeno', 'llora', 'grita']",0.9944377,0.8496519,0.49822724,0.42747417,0.41163823,3
858,que grita mucha probablemente porque es menor,"['grita', 'menor']",0.9948994,0.8119159,0.71271664,0.7086093,0.501426,3
859,que su hermano es muy griton,"['hermano', 'griton']",-0.14948976,0.051427737,0.0011716932,0.00010146201,6.215274e-05,3
860,un nino gordo que hace mucho ruido,"['nino', 'gordo', 'ruido']",0.9511777,0.6270286,0.016122214,0.0022104047,0.0006347336,3
861,que siempre esta gritando,['gritando'],-0.51134896,0.14512928,-0.0028032623,-0.00037791952,-0.00059756637,3
862,pq se espanta muy facil y salta al mismo tiemmpo que gfrita,['salta'],0.99000925,0.42298776,0.22914112,0.17409942,0.04790451,3
863,que grita muy fuerte y grita todo el tiempo.,"['grita', 'fuerte', 'grita']",0.9954814,0.8139067,0.70928246,0.7044839,0.64369375,3
864,que su hermano tiende a gritar mucho,"['hermano', 'gritar']",-0.057807058,-0.07482973,-0.000295531,0.00017288513,0.0007553026,3
865,que se refieren a que la pelota representa su hermano y como su hermano grita mucho esa es la accion que representa a su hermano,"['pelota', 'representa', 'hermano', 'hermano', 'grita', 'representa', 'hermano']",0.27578145,0.17172289,0.2035015,0.2024529,0.18646374,3
866,"su hermano debe ser un nino pequeno, y por lo general los ninos pequenos gritan cuando hacen berrinches. tambien puede ser un bebe su hermano y pues los bebes lloran.","['hermano', 'nino', 'pequeno', 'ninos', 'pequenos', 'gritan', 'berrinches', 'bebe', 'hermano', 'bebes', 'lloran']",-0.024246335,-0.017713794,0.010788818,0.0013953289,0.0008670613,3
867,porque esta gordo y grita demasiado,"['gordo', 'grita']",0.99496603,0.8349745,0.7232153,0.51983523,0.5044687,3
868,la pelota significa su impratividad osea como *rebotar* y los gritos representa el ruido que hace,"['pelota', 'significa', 'osea', 'rebotar', 'gritos', 'representa', 'ruido']",0.27305523,0.041547094,0.010754712,-0.0039754193,-1.4564022e-05,1
869,que su hermano no deja de gritar,"['hermano', 'deja', 'gritar']",-0.061121434,-0.0690834,0.002486989,8.2025304e-05,-0.00015139673,3
870,gritan mucho,['gritan'],-0.46977428,-0.10328539,-0.016626813,-0.004308017,0.0010237973,3
871,que grita demaciado,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
872,que el nino grita mucho tiempo continuo.,"['nino', 'grita']",0.99515414,0.8884622,0.50297177,0.5022851,0.5018149,3
873,significa que su hermano llora y gritos mucho,"['significa', 'hermano', 'llora', 'gritos']",0.005260527,0.0020495607,0.01194616,-0.0024406686,-1.2975186e-05,3
874,que su hermano es muy griton,"['hermano', 'griton']",-0.14948976,0.051427737,0.0011716932,0.00010146201,6.215274e-05,3
875,que se grita siempre llora y grita.,"['grita', 'llora', 'grita']",0.99515593,0.826847,0.63404596,0.6340952,0.6333894,3
876,"que su hermano es muy desastroso, que grita mucho","['hermano', 'desastroso', 'grita']",0.66241646,0.50918704,0.50027084,0.49937394,0.47469527,3
877,que el hermano del autor es alguien que se expresa mucho y de manera demandante.,"['hermano', 'alguien', 'expresa']",-0.03643635,-0.07598792,-0.008744046,-0.0019019358,-0.0021417663,3
878,"su hermano se grita y trata como pelota(salta, bota)","['hermano', 'grita', 'bota']",0.66432184,0.5073215,0.49959418,0.4995093,0.49862546,3
879,que es muy escandaloso,['escandaloso'],-0.49071535,-0.37589234,-0.069461375,-0.011570905,-9.20319e-05,3
880,que el hermano grita mucho.,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
881,el molesta facilmente,['molesta'],-0.48766145,0.108682945,-0.05336124,-0.020419307,-0.0052361265,3
882,su hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
883,que su hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
884,quiere decir que siempre pega gritos,['gritos'],-0.04560846,0.06525315,0.07751672,0.0021490604,0.00087994337,3
885,una persona que grita,"['persona', 'grita']",0.99475455,0.80474293,0.5302667,0.5162337,0.500969,3
886,el hermano que grita.,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
887,que es alguien que no para de gritar,"['alguien', 'gritar']",-0.3544009,0.1207317,-0.0027337875,-0.0012277886,0.0017272383,3
888,"quiere decir que los hermanos se gritan y lloran porque son menores en las casas, y se comparo en una pelota.","['hermanos', 'gritan', 'lloran', 'pelota']",0.34453747,0.028624486,-0.015973315,-0.007722527,0.0010029823,3
889,that maybe her sister always screams to her,"['her', 'sister', 'her']",-0.17039621,-0.042895474,-0.10105095,-0.019673139,0.0019325367,3
890,que es un bebe que grita mucho,"['bebe', 'grita']",0.9950042,0.8245461,0.7319771,0.60582817,0.50756854,3
891,que siempre esta gritando,['gritando'],-0.51134896,0.14512928,-0.0028032623,-0.00037791952,-0.00059756637,3
892,que no deja de gritar,"['deja', 'gritar']",-0.4749925,0.099942654,0.0051352065,0.00017700903,-0.00015707314,3
893,mi hermanito grita mucho.,"['hermanito', 'grita']",0.99999994,1.0,1.0,1.0,1.0,3
894,puede significar que el hermano es ruidoso.,"['hermano', 'ruidoso']",-0.04174477,-0.07999456,0.006298203,0.0023999196,0.0003196951,3
895,que grita mucho,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
896,"esta usando la palabra pelota para todo, asi ue podemos pensar que su hermanito simplemente es muy griton","['pelota', 'hermanito', 'simplemente', 'griton']",0.26897907,0.43812466,0.40752733,0.40484905,0.40157145,3
897,es un nino que grita mucho,"['nino', 'grita']",0.99515414,0.8884622,0.50297177,0.5022851,0.5018149,3
